RegionName,AreaID,TotalIntroducedSpecies,ButterflyIntSp,NonButterflyIntSp,Country,Continent,Island,GDP_AVG5Y,InvBias_SC,Area_SqKms,DensPop,AgricultureCultivated_Area_100,Urban_Area_100,ClosedForest_Area_100,OpenForest_Area_100,MeanAnnualTemperature,AnnualPrecipitation
Belgium,BEL.1_1,43.0,1.0,42.0,Belgium,Europe,0,575724.476,2.5,30707.466,382.75874,39.328087812827775,13.478569974838347,21.079673687903217,17.09733854438697,9.840418766702502,937.5126463369282
Benin,BEN.1_1,6.0,0.0,6.0,Benin,Africa,0,16962.2221,1.0,115286.16,113.59686,28.758718991128383,1.458957043374323,4.712572554448015,37.29676492809484,27.383943752209593,1084.5144776233037
Burkina Faso,BFA.1_1,3.0,0.0,3.0,Burkina Faso,Africa,0,18520.0354,0.75,272946.964,83.16569,35.65565893457185,0.732493237219049,0.13228368320465791,8.744437382180099,28.45624232801751,772.6414533420451
Bangladesh,BGD.1_1,5.0,0.0,5.0,Bangladesh,Asia,0,407805.953,1.0,139384.367,1212.08828,55.801349795035904,5.558843598159808,19.412173390496953,11.224434849201517,25.22420366755011,2515.251024520066
Bulgaria,BGR.1_1,40.0,1.0,39.0,Bulgaria,Europe,0,83363.4007,2.25,111587.671,62.77473,44.91466067461581,2.819805624068103,35.8490611435087,10.466880629527852,10.910491740572295,673.5390838286304
Bahrain,BHR.1_1,1.0,0.0,1.0,Bahrain,Asia,1,41976.984,1.5,714.678,3233.78672,3.001205977987085,26.537621933533824,0.0030531088280641764,0.9693620529103759,25.806493591952638,83.35378797126539
Bahamas,BHS.1_1,1.0,0.0,1.0,Bahamas,North America,1,12363.64,2.5,13388.08,32.0682,0.12280230564221226,1.1545565357519163,16.6782224242299,6.873210338202177,25.134399979280992,1094.6074883657532
Bosnia and Herzegovina,BIH.1_1,10.0,1.0,9.0,Bosnia and Herzegovina,Europe,0,23286.1607,0.75,51068.854,66.05148,17.671973889695607,1.7093447765692211,53.80368297761583,16.297364311350997,9.719341273079712,1276.671204356623
Belarus,BLR.1_1,7.0,0.0,7.0,Belarus,Europe,0,68217.6376,1.25,207069.809,44.85258,37.84537962028856,1.986318457146367,42.52460807006709,11.075423005544529,6.76120572408756,672.8073738125322
Belize,BLZ.1_1,0.0,0.0,0.0,Belize,North America,0,2553.05,1.75,22043.381,19.32325,12.630446482254653,0.34361768774412726,57.864314635653834,11.602799396225146,25.2074399716691,2165.8373041714935
Bolivia,BOL.1_1,3.0,0.0,3.0,Bolivia,South America,0,41414.9919,,1084380.219,11.02005,2.122752561120333,0.10466496300435182,51.61340610968417,5.152102610324344,19.92505505161479,1390.0342445607557
Brazil,BRA.1_1,10.0,0.0,10.0,Brazil,South America,0,1829126.487,1.75,8509083.325,26.72721,7.282529054437246,0.37413993238897375,50.09449990702197,9.78878833841752,24.672597817956515,1823.6382261460478
Barbados,BRB.1_1,4.0,0.0,4.0,Barbados,North America,1,5841.9822,2.0,434.64,667.44007,19.281951007549836,23.24697191896149,4.576068654608658,25.001357883873773,25.831024607852015,1645.367172212257
Brunei,BRN.1_1,1.0,0.0,1.0,Brunei,Asia,1,14258.2722,1.5,5777.491,79.86136,0.7897966137836024,3.778606086325732,89.33314658064894,4.145282439045805,26.142050099443193,3904.632536779533
Bhutan,BTN.1_1,0.0,0.0,0.0,Bhutan,Asia,0,2688.7309,0.25,38762.989,22.00397,0.7172728438892957,0.03764868517601804,73.5194508467615,6.7678589863348915,8.896469362532876,2313.8105427993214
Botswana,BWA.1_1,4.0,0.0,4.0,Botswana,Africa,0,18031.0378,0.5,577870.824,4.19381,1.3872007379725546,0.26075825809308945,0.39821077726946885,10.243291192162912,21.960922570945467,399.9099236203454
Central African Republic,CAF.1_1,2.0,0.0,2.0,Central African Republic,Africa,0,2400.5263,0.75,620199.668,8.82941,0.5247146428587434,0.0695159987388876,54.285327051026066,34.740243999370726,25.54689725817645,1421.9014437403196
Canada,CAN.1_1,82.0,2.0,80.0,Canada,North America,0,1957108.4600000002,3.0,9955196.169,2.7178,3.1026902989782554,0.11566914740801025,26.403793110169854,10.908505012930583,-6.058634774642234,650.1217154988196
Switzerland,CHE.1_1,32.0,1.0,31.0,Switzerland,Europe,0,798415.5800000001,2.5,41235.436,222.37913,10.943761109481766,5.530982592647204,27.25258161266331,14.826084455556403,4.963295886306178,1632.749910646813
Chile,CHL.1_1,42.0,1.0,41.0,Chile,South America,0,297071.332,2.75,752545.103,25.73576,5.443791173762131,0.3088827321663911,22.583109129975327,2.5672548835623092,8.184355711041228,1940.2501587660129
China,CHN.1_1,24.0,1.0,23.0,China,Asia,0,16403774.800000003,2.25,9350874.432,149.05228,17.61590596962752,2.5585970559643916,18.810165281153246,6.378866990124744,6.415855609784836,722.6176723000566
Hainan,CHN.2_1,5.0,0.0,5.0,China,Asia,1,92970.9536,2.25,34061.352,299.45745,19.888058634671886,4.619094950024975,51.934873536193415,20.19949646567339,23.85573830446807,2036.2248422828272
Hong Kong and Macau,CHN.3_1,3.0,0.0,3.0,China,Asia,1,399732.5003,,1162.787,7027.2399,2.1128935734831376,16.328835350668903,55.486380571803636,13.629080519681088,22.65897952358739,2268.9463300017273
Cote dIvoire,CIV.1_1,3.0,0.0,3.0,Côte d'Ivoire,Africa,0,69050.8027,1.0,321543.245,87.51281,3.5961503018050354,0.7895516641171483,24.15506314650904,63.72973939351033,26.199726380148153,1306.8631756605546
Cameroon,CMR.1_1,5.0,0.0,5.0,Cameroon,Africa,0,43815.9106,1.25,466040.035,61.37014,5.347080357303937,0.45158727684851896,57.92130281607323,20.650062985309837,24.25931945158454,1844.72379884716
Democratic Republic of the Congo,COD.1_1,4.0,0.0,4.0,Democratic Republic of the Congo,Africa,0,57601.2218,0.5,2328869.298,51.54985,1.3431631727997453,0.14916517592928744,68.20693598770248,11.86297414407253,23.78952629755667,1669.9787140442097
Republic of the Congo,COG.1_1,3.0,0.0,3.0,Republic of the Congo,Africa,0,14281.8203,0.75,341732.667,13.07127,0.5216704447878857,0.1271919466445509,69.7681190793162,4.6695226533560446,24.449828295293234,1714.546652882945
Colombia,COL.1_1,7.0,0.0,7.0,Colombia,South America,0,323680.44000000006,1.75,1137189.016,56.16051,1.726287107950917,0.2500250678758702,61.01542528886369,10.193938076653335,23.59960389541306,3113.770647884933
North America Colombian Islands,COL.2_1,0.0,0.0,0.0,Colombia,North America,1,465.254,,52.279,2120.84349,0.7699275362318841,11.05072463768116,41.191123188405804,27.0606884057971,26.340322648325273,2031.3870888986896
Comoros,COM.3_1,1.0,0.0,1.0,Comoros,Africa,1,,,1673.15,529.29354,0.3239985820630982,3.5136476426799006,69.6221198156682,14.833037929812123,23.272300012588502,1768.7709487304687
Cabo Verde,CPV.1_1,5.0,0.0,5.0,Cabo Verde,Africa,1,2181.2816,0.25,4090.952,132.73291,3.5723038866438293,1.126836024554424,0.2131697891670989,5.902067290976762,22.925180556975214,203.7234338492275
Costa Rica,CRI.1_1,10.0,1.0,9.0,Costa Rica,North America,0,69503.116,1.0,51177.91,93.81858,31.70333186560592,1.2837328537098676,46.0679209516844,17.212804304670357,22.820197253260734,3718.824617672078
Cuba,CUB.1_1,8.0,1.0,7.0,Cuba,North America,1,99810.0987,2.25,110730.652,101.77013,11.516770255688023,1.2844305130386873,24.380340417485762,27.835830961625607,25.211978109454957,1401.0940437492704
Cyprus,CYP.1_1,20.0,1.0,19.0,Cyprus,Asia,1,29397.5486,1.0,9267.492,147.62591,30.923657221235075,6.586111227562129,12.827491612839424,10.986992242212382,18.955716666717716,532.132515586114
Czechia,CZE.1_1,35.0,1.0,34.0,Czechia,Europe,0,280347.588,2.5,78837.644,138.69076,47.57001611585884,5.9315427779825525,35.09576290922527,9.593955016707833,8.071846879106367,719.1493108980795
Germany,DEU.1_1,53.0,1.0,52.0,Germany,Europe,0,4118791.918,2.75,357823.909,222.30719,45.42659956767024,8.106163879668143,30.51128681394207,10.89405907450246,8.938715316058572,837.8599110286789
Djibouti,DJI.1_1,0.0,0.0,0.0,Djibouti,Africa,0,3486.5318,0.5,22372.295,51.99816,0.07739724574023384,0.1733082946081864,5.304814649776137e-05,0.03389776561206951,28.152556522107798,198.9712980458579
Dominica,DMA.1_1,5.0,0.0,5.0,Dominica,North America,1,586.4341,1.0,754.214,94.45114,0.11160368292153641,2.0863688501720556,78.22023126763182,12.732120159965278,24.305943307075793,2533.286036167956
Denmark,DNK.1_1,89.0,4.0,85.0,Denmark,Europe,0,382263.08,2.25,43144.849,138.74046,66.67479893650214,6.313824504453687,12.428032981060113,9.942588184234934,8.472198467229031,785.5123673635992
Greenland,DNK.2_1,0.0,0.0,0.0,Denmark,North America,1,3044.68,,2150880.21,0.01711,5.815339971466988e-05,0.00045008885239481003,0.0018764163641266816,0.06552152776550224,-19.691691512298576,431.44615026103173
Denmark European Islands,DNK.3_1,0.0,0.0,0.0,Denmark,Europe,1,3535.391,,1439.614,37.47959,0.06650101145250951,0.014335547378984088,0.23335085455790766,0.09119000971631545,5.962742076306874,2514.8960427566085
Dominican Republic,DOM.1_1,8.0,1.0,7.0,Dominican Republic,North America,1,99402.2205,2.25,48092.054,251.17635,5.435308419882235,2.2250181554016466,24.299337527710403,41.578148891237745,23.839691294936674,1545.7375181198665
Algeria,DZA.1_1,6.0,0.0,6.0,Algeria,Africa,0,203565.7801,0.75,2308025.96,20.65004,3.5828644181526164,0.19801592128378234,0.2896266755882735,1.1322995363909758,23.235495190701844,78.27363389042972
Ecuador,ECU.1_1,6.0,0.0,6.0,Ecuador,South America,0,109265.4614,1.75,248351.213,74.22851,4.867791813129148,0.6120321471903578,69.55827448508842,6.270160732051757,20.306473956596424,2563.321798342308
Galapagos,ECU.2_1,68.0,3.0,65.0,Ecuador,South America,1,,1.75,7988.527,4.55902,0.07021098172543108,0.07400207145142629,23.88735307631767,11.617718643517767,22.534844255493326,1394.180583997545
Egypt,EGY.1_1,6.0,1.0,5.0,Egypt,Africa,0,399983.728,1.25,983764.181,103.93785,4.133751002964519,0.612641620321838,0.03668183083603345,0.22150076397775156,22.476890245763336,12.664573755516365
Eritrea,ERI.1_1,3.0,0.0,3.0,Eritrea,Africa,0,1641.8752,1.75,120457.447,34.65462,5.678094554205644,0.07879517136979389,0.015477622947638086,0.6392209758180336,26.629799652343827,315.9075291046364
Western Sahara,ESH.1_1,0.0,0.0,0.0,Western Sahara,Africa,0,,,267334.936,2.1156,0.0014603230836941273,0.009780864495589764,0.0,1.2375619353340062e-05,22.8363795633841,43.00712246822116
Spain,ESP.1_1,45.0,2.0,43.0,Spain,Europe,0,1301651.166,2.5,493474.876,99.65211,29.934477571183056,2.4599451887217074,16.563416703106853,26.8996497100292,13.644260305759463,721.7160579228131
Spanish North African Territory,ESP.1_2,0.0,0.0,0.0,Spain,Africa,0,2001.106,2.5,29.227,6073.13076,1.5182186234817814,35.526315789473685,0.9446693657219972,21.896086369770583,17.804347701694656,632.1108677076256
Canary Islands,ESP.2_1,8.0,2.0,6.0,Spain,Africa,1,50671.842,2.5,7510.469,332.7613,4.320963922670893,4.16889150886306,8.86590715893703,21.533909442871035,17.767001413346104,350.35117507110186
Spanish European Islands,ESP.3_1,6.0,1.0,5.0,Spain,Europe,1,35888.93,2.5,5029.748,279.31034,25.438416362068256,6.705894212567998,14.75643950283566,35.499684511964276,17.5578943996913,588.0637852979305
Estonia,EST.1_1,10.0,0.0,10.0,Estonia,Europe,0,35630.398,2.0,45489.857,31.83999,21.533230728487414,0.9726346527801957,57.68054880309028,9.914539308017147,5.869912755625566,724.3933256355231
Ethiopia,ETH.1_1,6.0,0.0,6.0,Ethiopia,Africa,0,121060.5711,1.0,1129022.523,91.76865,20.914855356099746,0.15438444902610093,6.412270176358111,17.2733239178264,23.118643052353796,916.7923783565882
Finland,FIN.1_1,17.0,0.0,17.0,Finland,Europe,0,277370.788,2.25,336940.101,16.16954,4.5488271381630705,0.4738185665001836,64.14260256891532,11.985056687451555,2.197796019425023,744.1068285152343
Finland Islands,FIN.2_1,0.0,0.0,0.0,Finland,Europe,1,1522.594,,1506.012,21.56581,5.644454673563247,0.4990733225927586,63.959315025902555,14.949587941484056,6.229126453264424,588.8826142828774
Fiji,FJI.1_1,2.0,0.0,2.0,Fiji,Oceania,1,4918.691,1.75,18963.484,49.20226,2.225660498918895,0.971713124075692,73.00617913638516,13.101013749310582,24.00819924041202,2652.902881592448
France,FRA.1_1,66.0,1.0,65.0,France,Europe,0,2718800.744,2.25,540773.257,127.57064,38.97674531243228,5.033858765515385,23.618200919213535,18.76656954922712,10.97222837524795,976.7576452224987
French European Islands,FRA.2_1,11.0,1.0,10.0,France,Europe,1,11009.668,2.25,8743.253,42.97255,2.28839053104012,1.8985870139211114,47.82140963781962,17.075398871719297,13.291863491216043,996.5954503782222
French African Islands,FRA.3_1,4.0,1.0,3.0,France,Africa,1,25775.78,,2947.898,421.23851,1.458509516803559,1.5743561821572967,59.32778041650738,10.883794209983664,19.32933387527237,2840.6278182479355
French Antarctic Islands,FRA.4_1,0.0,0.0,0.0,France,Antarctica,1,,,7823.962,,0.0,0.0,0.0,0.0,2.632282790480037,2104.509202079999
French North American Islands,FRA.5_1,1.0,0.0,1.0,France,North America,1,,,3082.095,289.15029,1.4081604868769158,12.681907327070755,36.80093313169447,30.227064498680885,23.232637123277232,1943.7927408960406
French Polynesia,FRA.6_1,4.0,0.0,4.0,France,Oceania,1,21346.386,,4209.121,76.39524,0.0,0.0,0.0,0.0,24.72453513736243,2679.8415927793626
New Caledonia,FRA.7_1,3.0,0.0,3.0,France,Oceania,1,9704.2711,,18827.032,15.19282,0.027022937068984156,0.3676320460807133,58.68084830404047,18.95665040486365,22.047058444042737,1819.4176960695604
French Guiana,FRA.8_1,1.0,0.0,1.0,France,South America,0,5010.006,,83300.949,4.30014,0.0017264519569768174,0.06937725427111882,96.58602104907636,0.25618225761593816,25.624222293858406,2643.9877417146886
Micronesia,FSM.1_1,4.0,0.0,4.0,Micronesia,Oceania,1,409.2,2.5,774.857,129.70569,0.0,0.0,0.0,0.0,26.564099826936868,4513.096750917249
Gabon,GAB.1_1,2.0,0.0,2.0,Gabon,Africa,0,18298.127,,264549.835,11.52709,0.006596470334468969,0.13368724472438015,89.34786772415274,2.3029188900571187,24.246635295310256,2028.7330468527803
United Kingdom,GBR.1_1,113.0,1.0,112.0,United Kingdom,Europe,1,3023917.8580000005,3.0,246087.236,269.9491,28.078496633826553,5.67044437673886,5.208654517146584,10.43608934289406,9.075288210051854,1226.634298199734
Gibraltar,GBR.1_2,3.0,0.0,3.0,United Kingdom,Africa,0,,,7.208,4964.85557,0.544959128065395,41.96185286103542,2.17983651226158,12.534059945504087,17.45,806.4900024414062
British Antarctic Islands,GBR.2_1,0.0,0.0,0.0,United Kingdom,Antarctica,1,,,4096.701,,0.0,0.0,0.0,0.0,-1.834853283342023,3242.4671871195055
British African Islands,GBR.3_1,2.0,0.0,2.0,United Kingdom,Africa,1,,,411.227,8.96192,0.0,0.0,0.0,0.0,16.65558561376623,2169.2535146077475
British Oceania Islands,GBR.4_1,0.0,0.0,0.0,United Kingdom,Oceania,1,,,54.194,1.6528,0.0,0.0,0.0,0.0,22.850000435197856,1903.8366183428698
Falkland Islands,GBR.5_1,0.0,0.0,0.0,United Kingdom,South America,1,,,12397.371,0.19809,0.0,0.02074363490714478,0.4214618527604592,0.033311837233238384,6.490214439734662,638.8398786882444
British North American Islands,GBR.6_1,8.0,0.0,8.0,United Kingdom,North America,1,,,1689.807,151.1382,0.4384614354758813,3.090651065026174,10.51035572275849,16.144752520316494,25.732538967663636,1235.147240502365
British Asian Islands,GBR.7_1,0.0,0.0,0.0,United Kingdom,Asia,1,,,64.448,,0.0,0.0,0.0,0.0,26.416666764479416,2941.657692933694
Georgia,GEO.1_1,7.0,0.0,7.0,Georgia,Asia,0,21652.9449,2.0,69844.613,55.25126,15.838445463996978,1.7696592889914189,43.97658678639224,7.1270386021900265,7.606523801467932,1531.3941966799803
Ghana,GHA1_1,4.0,0.0,4.0,Ghana,Africa,0,,,239474.164,139.4057,11.655100254704173,1.760603523861886,21.026128015695804,31.092613178256055,27.160116391700548,1235.539620422034
Guinea,GIN.1_1,2.0,0.0,2.0,Guinea,Africa,0,17342.1067,1.0,244816.174,50.57499,2.0337822399418526,0.5593881996100604,12.476636382921201,61.60649102347416,25.817690704498588,1788.5315821681816
Gambia,GMB.1_1,2.0,0.0,2.0,Gambia,Africa,0,2048.157,0.0,10670.505,228.04936,35.8101081588245,2.485984220990128,4.970752801774393,21.330617666788598,27.785466262990035,811.639446180852
Guinea-Bissau,GNB.1_1,2.0,0.0,2.0,Guinea-Bissau,Africa,0,1786.7585,0.0,32340.752,57.57543,5.427137962328993,0.49148685678595666,28.820834732275465,49.50180555168657,27.54556532423014,1485.1505583170087
Guinea-Bissau African Islands,GNB.2_1,0.0,0.0,0.0,Guinea-Bissau,Africa,1,,0.0,1541.527,23.54473,1.920273928232654,0.13573020536905506,56.54474084013912,8.595732210474361,26.217619859393842,1814.0657308777152
Equatorial Guinea,GNQ.1_1,0.0,0.0,0.0,Equatorial Guinea,Africa,0,11899.8043,0.0,24987.763,37.28872,0.012601044626599545,0.4692435156720646,96.2721263438893,1.4157758293547151,23.391004576866106,2907.653630471169
Equatorial Guinea Islands,GNQ.2_1,0.0,0.0,0.0,Equatorial Guinea,Africa,1,,0.0,1971.649,186.44357,0.012266401712389678,2.53178531343723,90.34634185234933,2.7936729899967494,22.72443771651047,4037.040522327885
Greece,GRC.1_1,26.0,1.0,25.0,Greece,Europe,0,201779.192,,124206.368,80.95135,22.98027559401338,3.052538044239904,36.06366543573602,15.931412662689718,14.13098900138454,737.0325175672178
Greece European Islands,GRC.2_1,7.0,0.0,7.0,Greece,Europe,1,10270.188,,8372.346,77.32556,16.759490665162804,3.757561366537057,9.939271615564987,14.617078745065447,16.68520428232423,751.0469080421466
Grenada,GRD.1_1,2.0,0.0,2.0,Grenada,North America,1,1184.2015,0.75,359.531,286.43916,2.0693973045111544,7.457079777243219,41.17705209740666,40.12917257060006,25.455568379979677,1894.0540629871487
Guatemala,GTM.1_1,2.0,0.0,2.0,Guatemala,North America,0,88290.27050000001,2.0,109144.78,166.66022,31.49113280922079,1.0534758414701244,43.44700512081805,19.910277407498306,22.491209980717073,2214.2970741233344
Guam,GUM.1_1,15.0,1.0,14.0,Guam,Oceania,1,6293.2,,549.794,300.1592,0.0,0.0,0.0,0.0,26.5287107041572,2616.379456023941
Guyana,GUY.1_1,2.0,0.0,2.0,Guyana,South America,0,10112.8554,2.0,209744.067,3.57877,0.03676927678670005,0.08827848271242772,88.80393644708678,0.8764044284454398,25.08811085978671,2270.210337955025
Honduras,HND.1_1,3.0,0.0,3.0,Honduras,North America,0,28441.0683,0.75,112058.034,84.8914,20.096530088300074,0.593098753489493,42.72280664024583,28.097029663201162,23.234262191778317,1838.724074855077
Honduran Islands,HND.2_1,0.0,0.0,0.0,Honduras,North America,1,,0.75,231.708,358.99296,0.0,18.6887716654107,12.499372017081134,5.6870133132378795,26.184275825958792,2000.6371004893167
Croatia,HRV.1_1,25.0,1.0,24.0,Croatia,Europe,0,68806.0372,2.5,57078.573,73.98594,28.06886094176434,3.1626094411994496,45.63005303430454,13.472316974873259,11.688006383794765,1159.9662430334727
Haiti,HTI.1_1,2.0,0.0,2.0,Haiti,North America,1,18101.222,,27107.104,544.47387,3.301563515295442,1.7891000527027627,5.8199936079380095,43.369124647325386,24.46742586596967,1286.902540542588
Hungary,HUN.1_1,31.0,0.0,31.0,Hungary,Europe,0,178562.892,2.5,93039.709,102.66981,65.04844353808433,5.283314165855403,19.522653569479512,7.122527214802149,10.853349681376654,621.5049178824135
Indonesia,IDN.1_1,5.0,0.0,5.0,Indonesia,Asia,1,1210982.365,1.25,1890242.928,151.24066,5.223320468949008,1.6787797760625265,77.86564071283522,9.821064214505297,24.772934816066936,3238.2777606715413
India,IND.1_1,11.0,0.0,11.0,India,Asia,0,3012459.4,1.75,3143736.435,450.66712,59.116144186853106,2.1704773572489584,16.99452718425269,7.51581665490132,23.541640226973573,1351.2408973542342
Indian Asian Islands,IND.2_1,1.0,0.0,1.0,India,Asia,1,1369.9381,1.75,7645.718,61.95162,1.2175585744185287,0.37726291713733895,80.21638234695446,3.504753854592182,26.74214287998912,2910.379363839286
Ireland,IRL.1_1,58.0,0.0,58.0,Ireland,Europe,1,483940.584,2.0,70266.242,76.76833,7.177408420578504,1.753692289558749,5.65210517589083,7.25945756273091,9.690008972413958,1343.4502782933348
Iran,IRN.1_1,8.0,1.0,7.0,Iran,Asia,0,355625.961,1.25,1621745.291,50.46918,12.023500532601984,0.7333700178597314,1.2035009242804726,0.8205632770729584,17.563548019679317,313.5864520543964
Iraq,IRQ.1_1,6.0,0.0,6.0,Iraq,Asia,0,232341.9928,1.5,436454.491,105.28532,31.493976434064557,0.8829072791533655,0.051140368113071225,0.8222424347586798,22.519264392173795,233.92656960747408
Iceland,ISL.1_1,12.0,0.0,12.0,Iceland,Europe,1,26366.204,,102224.092,3.4482,0.39610921244743563,0.0879921807696932,0.0957643927407135,0.21605127957512854,1.181938659165295,1668.219537519545
Israel,ISR.1_1,21.0,0.0,21.0,Israel,Asia,0,467199.4440000001,2.0,22158.653,403.9339,26.381329695247945,7.12782363086226,1.0082114332917576,2.174426849444576,19.701666784346305,351.09746206669973
Italy,ITA.1_1,50.0,1.0,49.0,Italy,Europe,0,1902108.576,2.0,250912.018,223.71727,27.69716917505251,7.240705865130918,32.38793889182919,15.840936190848067,11.822709692260409,1008.7504915515673
Sicily and Sardinia,ITA.2_1,16.0,2.0,14.0,Italy,Europe,1,142400.282,2.0,49821.676,134.45293,23.909132433393175,4.857784284348036,10.742809532214281,18.568876952137675,15.670959774547654,673.4113028332081
Jamaica,JAM.1_1,6.0,1.0,5.0,Jamaica,North America,1,16164.3781,2.0,11000.034,251.46026,2.858115860782639,4.747179973489393,45.459089313501025,35.6522604745713,24.86401330471391,1670.2211168738881
Jordan,JOR.1_1,3.0,0.0,3.0,Jordan,Asia,0,46846.3857,1.25,89194.61,80.65001,4.498339122827542,0.9972953359809802,0.01958702488356149,0.2019409448286759,18.862783703989074,123.30744944560556
Japan,JPN.1_1,73.0,26.0,47.0,Japan,Asia,1,5253140.210000001,2.0,372467.766,339.15267,6.853894233283294,10.3302606262306,75.79056747418696,5.018866427472783,11.311526188249568,2075.458547462282
Kazakhstan,KAZ.1_1,3.0,0.0,3.0,Kazakhstan,Asia,0,207600.0054,1.5,2730534.14,6.58815,9.595939395199618,0.19148306698460782,0.930002127721959,0.7429371266378523,6.537441967411064,275.2754800167242
Kenya,KEN.1_1,12.0,0.0,12.0,Kenya,Africa,0,106645.4336,1.75,585983.764,94.2605,13.382738743351192,0.32652711981616894,3.8528754094061126,8.913891866133321,25.080967057687264,677.4319070946282
Kyrgyzstan,KGZ.1_1,4.0,0.0,4.0,Kyrgyzstan,Asia,0,10602.6874,1.25,197448.549,28.991,2.8776616804121833,0.7887830591335743,2.752722476081488,1.502363990874199,0.195641903826385,722.6452190609625
Cambodia,KHM.1_1,3.0,0.0,3.0,Cambodia,Asia,0,38124.7548,1.0,181696.912,110.55283,45.85819741935173,0.9397503634159085,41.395575654117735,8.528422446013728,27.145613402970017,1960.1467749998656
Kiribati,KIR.1_1,1.0,0.0,1.0,Kiribati,Oceania,1,255.8998,1.75,1012.082,158.68404,0.0,0.0,0.0,0.0,26.685903829128588,1580.4632657432237
Saint Kitts and Nevis,KNA.1_1,1.0,0.0,1.0,Saint Kitts and Nevis,North America,1,977.4659,,267.121,226.91165,1.1839708561020037,7.246942492844132,31.18657298985168,40.25067221788534,25.212804811756786,1325.0567087313025
